Dealer,Company,FEIN,DNI,Peripherals,Service Name,Owner,Unit ID,Unit,Unit Type,Carrier,Monthly Fee,Billing Group,Billing Period,Last Srv Paid Until,Service Paid Until,Serial #,Phone Number,Sim Number,IMEI,Bill To,Status,Last Event,Assigned To Company,Last Event Date,Last Contact On,Last Event Address
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14J6,14J6,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14J6,9104050416,57101602604287911,868574042896170,,Active,Parked,6/12/2024 11:13:28 AM,7/22/2024 2:42:33 PM,7/22/2024 2:42:57 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14JF,14JF,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:05 PM,7/17/2024 12:15:05 PM,S2-M007693-14JF,9103449785,57101602604287826,868574042892021,,Active,Parked,6/12/2024 11:15:05 AM,7/22/2024 8:56:19 AM,7/22/2024 8:56:47 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14JI,14JI,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14JI,9103426116,57101602604287823,868574042882857,,Active,Parked,6/12/2024 11:14:30 AM,7/22/2024 8:56:25 AM,7/22/2024 8:56:51 AM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14JV,14JV,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:05 PM,7/17/2024 12:15:05 PM,S2-M007693-14JV,9103426138,57101602604287816,868574042905674,,Active,Parked,6/12/2024 11:15:05 AM,7/22/2024 2:42:35 PM,7/22/2024 2:42:57 PM,"Avenida 4 Norte #23c Norte-2 a 23c Norte-72, Cali, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K2,14K2,GenX 656BV,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000034754668,91011,8957123,358887091927820,,Active,POWER UP,6/12/2024 11:13:28 AM,8/8/2024 6:56:42 PM,8/15/2024 9:36:32 AM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K4,14K4,CalAmp 2631 - Gemalto HSPA - LMU2631H-H000-GTC01,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,4764239251,9103409978,89571016022057264418,357041064616678,,Active,Ignition OFF,6/12/2024 11:14:00 AM,9/7/2024 12:46:42 PM,9/7/2024 12:47:12 PM,"Kr22 16-49, Buga, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K6,14K6,GenX 5P,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000054522838,3396192,57101502501910111,358014097801012,,Active,Idle - Stop,6/12/2024 11:14:00 AM,9/6/2024 1:06:17 PM,9/6/2024 1:06:30 PM,"Kr22 13-53, Armenia, Quindio, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K7,14K7,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14K7,9103428654,89571015021016640602,868574042406939,,Active,Parked,6/12/2024 11:13:28 AM,7/23/2024 11:53:24 AM,7/23/2024 11:53:36 AM,"Cl23bn 3a-55, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K8,14K8,Queclink GL 200,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M4394-0A7G,9103452320,8957101602010525,860599003924438,,Active,Ping,6/12/2024 11:14:30 AM,7/24/2024 12:33:47 PM,7/24/2024 12:34:12 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14K9,14K9,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14K9,9103429813,89571016020105254621,868574042406749,,Active,Parked,6/12/2024 11:13:28 AM,7/23/2024 12:13:01 PM,7/23/2024 12:13:25 PM,"Cl23bn 3a-55, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14KA,14KA,GenX 3 - HSPA - Int. Ant,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000054522095,340,5710160,358014097914443,,Active,Battery Warning,6/12/2024 11:14:29 AM,9/10/2024 11:52:30 AM,9/10/2024 11:53:05 AM,"South America, Cali, Valle del Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14KV,14KV,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:59 PM,7/17/2024 12:13:59 PM,S2-M007693-14KV,9103393736,8957101502107819382,868574042882113,,Active,Ping,6/12/2024 11:13:59 AM,7/25/2024 12:17:46 PM,7/25/2024 12:18:08 PM,"Cl23bn 3a-72, Cali, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14KY,14KY,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14KY,9103394991,89571016021106899414,868574042873930,,Active,Idle - Stop,6/12/2024 11:13:28 AM,7/25/2024 11:58:25 AM,7/25/2024 11:58:52 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14L5,w03,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4634469428,9103419928,89571015021078194027,351628096940641,,Active,Drive,9/13/2024 9:54:24 AM,9/13/2024 1:51:31 PM,9/13/2024 1:51:41 PM,"Cl192 9-79, Bogota, Cundinamarca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14L8,14L8,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,4634529444,3385193,57101502501906662,351628098667291,,Active,Parked,6/12/2024 11:14:00 AM,9/13/2024 5:13:15 PM,9/13/2024 5:13:28 PM,"9F9R+F5 Cartagena Province, Bolivar, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14L9,14L9,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M006820-14L9,9104042823,57101602312158165,868574041316451,,Active,Power OFF,6/12/2024 11:12:12 AM,7/29/2024 3:48:55 PM,7/29/2024 4:46:07 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14LB,14LB,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14LB,9103546367,57101602308769603,868574042409651,,Active,Power OFF,6/12/2024 11:13:28 AM,7/31/2024 4:24:40 PM,7/31/2024 4:32:41 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14LC,14LC,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M006820-14LC,9104050447,57101602312162022,868574041278057,,Active,Battery Warning,6/12/2024 11:14:30 AM,7/31/2024 6:04:16 PM,7/31/2024 6:04:37 PM,"Cl10 33a-50, Yumbo, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14LO,14LO,Queclink GL 300W,MOVISTAR CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M005833-14LO,34901021228656,8934075100262140833,862369031514595,,Active,Parked,6/12/2024 11:14:00 AM,10/24/2024 5:57:45 PM,10/24/2024 5:58:08 PM,"Av 3a 23bn-57, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14LV,14LV,Queclink GL 300W,MOVISTAR CO,29.99,,Mensual,6/18/2024 12:15:05 PM,7/17/2024 12:15:05 PM,S2-M005833-14LV,9101193701,8957123112215381177,862369031514470,,Active,,6/12/2024 11:15:05 AM,11/12/2024 3:07:35 PM,11/12/2024 3:08:04 PM,"Av 5 23abisn, Cali, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14MD,14MD,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:03 PM,7/17/2024 12:15:03 PM,S2-M007693-14MD,9103546387,57101602502492437,868574042884333,,Active,Parked,6/12/2024 11:15:03 AM,8/6/2024 12:21:49 PM,8/6/2024 12:22:12 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14MO,14MO,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14MO,9103438593,57101602709643411,868574042863337,,Active,Parked,6/12/2024 11:14:30 AM,8/22/2024 12:47:45 PM,8/22/2024 12:48:07 PM,"Cl23bn 3a-41, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14MT,14MT,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:03 PM,7/17/2024 12:15:03 PM,S2-M007693-14MT,9103454817,57101602709643406,868574042915202,,Active,Parked,6/12/2024 11:15:03 AM,8/22/2024 12:33:25 PM,8/22/2024 12:33:46 PM,"Av 3a 23bn-80, Cali, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14MY,14MY,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14MY,9103385213,57101602709643401,868574042891957,,Active,Parked,6/12/2024 11:13:28 AM,8/21/2024 3:03:46 PM,8/21/2024 3:04:02 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14N4,14N4,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14N4,9103419908,57101602709643393,868574042907175,,Active,Parked,6/12/2024 11:14:30 AM,8/16/2024 10:08:28 AM,8/16/2024 10:09:01 AM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14NK,14NK,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14NK,9103393703,57101602709643429,868574042891791,,Active,Parked,6/12/2024 11:14:30 AM,11/6/2024 10:21:02 AM,11/6/2024 10:21:35 AM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14NV,14NV,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:00 PM,7/17/2024 12:14:00 PM,S2-M007693-14NV,9103429836,57101602709643440,868574042918875,,Active,Parked,6/12/2024 11:14:00 AM,8/9/2024 3:10:16 PM,8/9/2024 3:10:45 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14O2,14O2,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:06 PM,7/17/2024 12:15:06 PM,S2-M007693-14O2,9103979444,57101602709643447,868574042838784,,Active,Parked,6/12/2024 11:15:06 AM,9/2/2024 5:53:23 PM,9/2/2024 5:53:39 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OA,14OA,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:04 PM,7/17/2024 12:15:04 PM,S2-M007693-14OA,9103408722,57101602709643455,868574042876925,,Active,Parked,6/12/2024 11:15:04 AM,8/22/2024 12:55:07 PM,8/22/2024 12:55:38 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OG,14OG,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M006820-14OG,9103392665,89571015022060882348,868574041328928,,Active,Panic button,6/12/2024 11:13:28 AM,8/6/2024 2:43:17 PM,8/6/2024 2:43:34 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OH,14OH,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M007693-0ZFD,9103593273,57101602308331493,868574042600341,,Active,Parked,6/12/2024 11:14:30 AM,9/9/2024 4:42:40 PM,9/9/2024 4:42:55 PM,"Kr38 2, Barranquilla, Atlantico, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OI,14OI,GenX 656BV,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000034745759,3418707,57101501912150935,357520078582315,,Active,Ping,6/12/2024 11:15:06 AM,8/28/2024 6:26:48 PM,8/28/2024 6:27:07 PM,"Av 25, Malambo, Atlantico, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OJ,14OJ,GenX 5P,MOVISTAR CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000003912668,9101168704,8957123410516237639,357852038627421,,Active,First Fix,6/12/2024 11:12:11 AM,8/22/2024 1:04:37 PM,8/22/2024 1:05:46 PM,"Av 3a 23bn-89, Cali, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OK,14OK,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:15:03 PM,7/17/2024 12:15:03 PM,S2-M006820-14OK,9104044119,57101602312161867,868574041225454,,Active,Battery Warning,6/12/2024 11:15:03 AM,8/9/2024 5:05:11 PM,8/9/2024 5:05:35 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OM,14OM,GenX 656BV,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000003853445,3383,57101401,357852031511663,,Active,Parked,6/12/2024 11:14:00 AM,9/13/2024 11:40:50 AM,9/13/2024 11:41:19 AM,"9PC6+43 Pradera, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14ON,14ON,GenX Super 5,Claro CO,29.99,,Mensual,6/12/2024 12:00:00 AM,7/11/2024 12:00:00 AM,000036083742,3427,5710150210,357520074285293,,Active,Parked,6/12/2024 11:12:13 AM,9/23/2024 2:32:46 PM,9/23/2024 2:33:04 PM,"Kr25 12-18, Yumbo, Valle Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OO,14OO,GenX Super 5,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000034742465,3407,895710150191,357520078628530,,Active,Parked,6/12/2024 11:13:59 AM,9/19/2024 3:13:46 PM,9/19/2024 3:14:08 PM,"Kr25 12-21, Yumbo, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OR,14OR,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M007693-14OR,9103452323,89571011015100876571,868574042895701,,Active,Parked,6/12/2024 11:14:29 AM,9/3/2024 5:50:17 PM,9/3/2024 5:50:52 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OS,14OS,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:12:12 PM,7/17/2024 12:12:12 PM,S2-M007693-14OS,9103386480,57101602205726662,868574042896071,,Active,Ignition OFF,6/12/2024 11:12:12 AM,9/2/2024 5:17:46 PM,9/2/2024 5:18:05 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OV,14OV,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14OV,9103427463,57101502101664071,868574042889266,,Active,Parked,6/12/2024 11:14:30 AM,8/27/2024 2:27:39 PM,8/27/2024 2:27:55 PM,"Av 3a 23bn-50, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OX,14OX,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M007693-14OX,910343,895710150220,868574042877428,,Active,,6/12/2024 11:14:30 AM,1/1/1900 12:00:00 AM,8/17/2024 7:32:02 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14OZ,14OZ,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:12:11 PM,7/17/2024 12:12:11 PM,S2-M007693-14OZ,9103397462,57101602604287835,868574042890678,,Active,Parked,6/12/2024 11:12:11 AM,9/2/2024 5:17:50 PM,9/2/2024 5:18:00 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14P0,14P0,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,S2-M007693-14P0,9103423680,89571011014103613370,868574042911938,,Active,Parked,6/12/2024 11:15:03 AM,9/2/2024 5:17:53 PM,9/2/2024 5:18:00 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14P1,14P1,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14P1,9103380200,57101602604287837,868574042875034,,Active,Parked,6/12/2024 11:14:30 AM,9/2/2024 5:17:50 PM,9/2/2024 5:17:59 PM,"Avenida 4 Norte #23c Norte-2 a 23c Norte-72, Cali, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14P3,14P3,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:12:13 PM,7/17/2024 12:12:13 PM,S2-M007693-14P3,9103397487,57101602604287839,868574042855952,,Active,Parked,6/12/2024 11:12:13 AM,9/2/2024 5:17:50 PM,9/2/2024 5:17:58 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14PC,14PC,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14PC,9103419940,57101602604287848,868574042890637,,Active,Parked,6/12/2024 11:13:28 AM,9/2/2024 8:29:20 AM,9/2/2024 8:30:23 AM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14PD,14PD,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14PD,9103413667,57101602604287849,868574042867965,,Active,Parked,6/12/2024 11:14:30 AM,9/2/2024 8:29:25 AM,9/2/2024 8:29:52 AM,"Avenida 4 Norte #23c Norte-2 a 23c Norte-72, Cali, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14PO,14PO,GenX 5P,Claro CO,29.99,,Mensual,6/18/2024 12:00:00 AM,7/17/2024 12:00:00 AM,000054520757,91011,8957123112,358014097913049,,Active,Parked,6/12/2024 11:12:12 AM,8/27/2024 3:09:17 PM,8/27/2024 3:09:36 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14PR,14PR,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:30 PM,7/17/2024 12:14:30 PM,S2-M007693-14PR,9104040330,57101602709243302,868574042921606,,Active,Parked,6/12/2024 11:14:30 AM,9/4/2024 9:43:17 AM,9/4/2024 9:43:38 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14PS,14PS,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:28 PM,7/17/2024 12:13:28 PM,S2-M007693-14PS,9103387798,57101602709243303,868574042896527,,Active,Parked,6/12/2024 11:13:28 AM,9/4/2024 9:34:25 AM,9/4/2024 9:34:54 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14Q0,14Q0,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:13:59 PM,7/17/2024 12:13:59 PM,S2-M007693-14Q0,9103381518,57101602709243311,868574042909189,,Active,Parked,6/12/2024 11:13:59 AM,9/4/2024 9:43:16 AM,9/4/2024 9:43:33 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14Q5,14Q5,Queclink GV55W,Claro CO,29.99,,Mensual,6/18/2024 12:14:00 PM,7/17/2024 12:14:00 PM,S2-M007693-14Q5,9103591984,57101602709243316,868574042905542,,Active,Parked,6/12/2024 11:14:00 AM,9/4/2024 8:24:41 AM,9/4/2024 8:25:09 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Renting,14TS,14TS,VidFleet 4K,MOVISTAR CO,0,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,6B301GSE,3176762121,123112211416472,6B301GSE,,Active,Ignition OFF,8/9/2024 7:26:00 AM,8/21/2024 3:10:38 PM,8/21/2024 3:21:22 PM,"4N Av. Estación, Cali, Valle del Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Renting,14U2,6B301GPA,VidFleet 4K,MOVISTAR CO,0,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,6B301GPA,3166661631,123112211418767,6B301GPA,,Active,Ignition OFF,8/9/2024 7:24:22 AM,8/14/2024 2:34:13 PM,8/14/2024 2:45:12 PM,"4N Av. Estación, Cali, Valle del Cauca"
TSO Mobile - Colombia,TTSO MOBILE S.A.S COLOMBIA,900361602,,"Panic Button,",PLAN PROFESIONAL - VIDEO,Client,14Z9,14Z9,Queclink GV55W,Claro CO,29.99,,Mensual,9/10/2024 8:57:16 AM,10/9/2024 8:57:16 AM,S2-M007693-14Z9,9103591995,57101602709243317,868574042904040,,Active,Parked,9/4/2024 7:57:16 AM,9/5/2024 8:38:13 AM,9/5/2024 8:38:39 AM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
