,Unit,Unit ID,Unit Type,IMEI
2702,OCD702,0FMZ,GenX 656BV,358887090609924
2703,OJT090,0FN1,GenX 656BV,358887092057452
2704,OCD711,0FN3,GenX 656BV,358887092057346
2705,OJT093,0FN6,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,357041063451895
2706,OJT063,0FN9,GenX 656BV,358887091902385
2707,OJT 118,0FNA,GenX 656BV,358887091983898
2708,OJQ034,0FNB,Queclink GV55W,868574042408117
2709,OJT137,0FP1,GenX 656BV,358887091983757
2710,OIX128,0FP2,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,352556102277261
2711,OJT117,0FP3,GenX 656BV,358887091904068
2712,OJT116,0HZE,CalAmp 2630 - 3G - LMU2631H-H000-G1000,351628098671665
2713,OJT140,0JAE,CalAmp 2630 - 3G - LMU2631H-H000-G1000,352556102458432
2714,OJT134,0SJA,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",351628098656070
2715,TST546,15A0,Queclink GV55W,868574042892229
2716,TST547,15A7,Queclink GV55W,868574042885033
2717,OJT070,52AA,CalAmp 2630 - 3G - LMU2631H-H000-G1000,351628098887964
2718,SST224,S235,Queclink GV55W,868574041321535
2719,SOR439,0ZH4,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102535343
2720,SXS798,12HD,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102328418
2721,ETT105,12HF,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102538792
2722,SBL318,14ZM,Queclink GV55W,868574042900162
2723,STS279,14ZQ,Queclink GV55W,868574042841606
2724,TGS043,152J,Queclink GV55W,868574042883541
2725,TRM669,152V,Queclink GV55W,868574042921960
2726,UYZ924,152Y,Queclink GV55W,868574042909270
2727,TRL769,15AX,Queclink GV55W,868574042891940
2728,SLH295,0ZF2,Queclink GV55W,868574042752340
2729,SBK971,594W,Queclink GV55W,868574042713441
2730,SY009FCD01938,0ZCP,Queclink GV55W,868574042735238
2731, RIOMAR V,13DP,Queclink GV55W,868574042790340
2732,R-53377,0FYD,Queclink GV55W,868574042411194
2733,R-67369,14KB,Queclink GV55W,868574041211728
2734,SMB489 VF,11CQ,VidFleet 4K,6B301A8Z
2735,XGD190 VF,14BE,VidFleet 4K,6B301ASR
2736,CVK690,14E7,Queclink GV55W,868574042786900
2737,TDV214,0U0V,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102539121
2738,TRL758,0V1U,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,352556102461840
2739,TDU506,12H1,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102386143
2740,ITU954,04V2,CalAmp 2630 - 3G - LMU2631H-H000-G1000,358077093309561
2741,CAF834,0E7E,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093336051
2742,SXX946,0FNG,GenX 656BV,357041060326942
2743,ZNM290,0FPY,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093307912
2744,WCY298,0FVK,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077092817101
2745,WHU913,0GKH,GenX 656BV,357766091538335
2746,VCT696,770Z,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093335343
2747,KUM048,0Z80,Queclink GV55W,868574042665815
2748,ZNM311,0Z8H,Queclink GV55W,868574042758495
2749,SL9563CEM0198,13D7,Queclink GV55W,868574042793849
2750,STA454,00JG,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102373083
2751,STA488,02Z7,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102409184
2752,WGW577,03LZ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533744
2753,LWY561,0D1B,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093315642
2754,STA491,0EBJ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077092807656
2755,TTV173,0Y20,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514101189191
2756,WGW575,0Y3E,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093310494
2757,SXR583,0Y9X,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077092810940
2758,STA584,0YCG,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093310957
2759, LWY406,0ZB2,CalAmp 2630 - 3G - LMU2631H-H000-G1000,357041064135414
2760,LWY404,12S1,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102538750
2761,WGW574,927Q,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",354514101199612
2762,SBN912,14PQ,Queclink GV55W,868574042911912
2763,SBN919,14PV,Queclink GV55W,868574042862388
2764,SVQ270,14Q1,Queclink GV55W,868574042883053
2765,KRM259,14Q2,Queclink GV55W,868574042898119
2766,EYX652,14ZC,Queclink GV55W,868574042901335
2767,SVQ929,14ZE,Queclink GV55W,868574042837448
2768,ZNN492,14ZF,Queclink GV55W,868574042836119
2769,GTZ018,14ZI,Queclink GV55W,868574042894308
2770,TRL943,0ZA1,Queclink GV55W,868574042747357
2771,LKK266,0ZGL,Queclink GV55W,868574042665898
2772,LKN545,0ZHK,Queclink GV55W,868574042716956
2773,LKN523,0ZI6,Queclink GV55W,868574042733506
2774,TRM704,0ZIO,Queclink GV55W,868574042713987
2775,SANY-CAR16,0UIU,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102898892
2776,EX 200 LC SUPER 7,12KO,Queclink GV55W,868574042046503
2777,BULLDOZER CAT,12QI,Queclink GV55W,868574042784988
2778,BOBCAT 5740,13QQ,Queclink GV55W,868574042884341
2779,SEM CAR-17,13QT,Queclink GV55W,868574042915855
2780,LIUGONG #3,898N,Queclink GV55W,868574042005442
2781,RETROEXCA 8456,14D9,Queclink GV55W,868574042782867
2782,SXH685,14JW,Queclink GV55W,868574042889308
2783,AQ002G,14NR,Queclink GV55W,868574042911631
2784,UVU580,0LS4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077092087150
2785,0DGQ,0DGQ,GenX 656BV,357520075867982
2786,0HM4,0HM4,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,357041069150053
2787,0MO8,0MO8,GenX 5P,358014097739139MEGAPROYEC
2788,0QHX,0QHX,GenX 653B EA 5B,357520071928473
2789,0TXR,0TXR,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,357041064172730
2790,0UIP,0UIP,GenX 5P,358014097860711
2791,0UMG,0UMG,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,357041065238340
2792,DEM01G,0US3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556804585HIDROBOMBAS
2793,11CM,11CM,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,357852031759197
2794,EQK670-OXIMED,134I,GenX 656B,358696042807241
2795,13DV,13DV,GenX 656BV,357520074895315
2796,14EI,14EI,Queclink GV55W,868574042790837
2797,14IZ,14IZ,Queclink GV55W,868574042441100
2798,R-14OL,14OL,Queclink GL 300,860599004492674
2799,461A,461A,GenX 656BV,359394053214296
2800,T924,T924,Queclink GV55W,868574042736343
2801,01CH,01CH,GenX 656BV,359316074091684
2802,KHA545,03ZU,GenX 653B EA 5B,354235051245714
2803,05W3,05W3,GenX 656BV,353816057987838
2804,SHN978,05Y8,GenX 656BV,354725061651547
2805,SPO987,07SA,Queclink GV55W,868574042729439ESPMETRO
2806,09IA,09IA,GenX 5P,357520075735270
2807,WDM254,09KF,Queclink GV300W,863457051712824
2808,LINDEH 60,09KT,GenX 656B,357520078585243
2809,09ML,09ML,GenX 5P,357520070667916
2810,0A89,0A89,GenX 656BV,357520078606783
2811,CARTERPILLAR 926,0AUT,GenX 656BV,357520076707609
2812,0BQU,0BQU,GenX 656BV,357520078805518
2813,WGW642 2,0CH2,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090506615
2814,0CJA,0CJA,GenX 656B,359394052971672
2815,0CLU,0CLU,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,357041061805175
2816,0D1T,0D1T,GenX 5P,357520073169316
2817,FSM253,0DHM,GenX 656BV,357520071951178
2818,WOO906 VF,0DJU,Queclink GV55W,868574042448287
2819,0EEB,0EEB,Queclink GL 300,860599003929445
2820,0EJE,0EJE,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101222117
2821,0EJH,0EJH,GenX 656BV,357520072961879
2822,Ford Style,0FO4,GenX 656BV,358887092149184
2823,WNA101,0FP5,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",3580770911
2824,0FST,0FST,GenX 656BV,358014096617245
2825,0FT2,0FT2,GenX 656BV,357520074877693
2826,0FXS,0FXS,Queclink GL 300,860599004448684
2827,4634469402,0GMQ,CalAmp 2630 - 3G - LMU2631H-H000-G1000,351628097040854
2828,0H7K,0H7K,Queclink GL 300,868574042398078
2829,0H9N,0H9N,GenX 5P,354725060640517
2830,LHZ990,0IIA,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,35162809317
2831,LKC-458,0JGQ,GenX 5P,357520075477485
2832,0K8Y,0K8Y,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101217505
2833,RETROEXCAVADORA JCB,0KO6,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090457199
2834,QFE738,0KQT,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090
2835,0L47,0L47,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077092414321
2836,GKV706,0L9S,GenX 5P,358014097739659
2837,GHO943,0LST,GenX 5P,358014097819782
2838,0M27,0M27,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090473808
2839,WKY74F,0M2O,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090628500
2840,CAT00D5GJFDY00629,0M2T,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077091712873
2841,0M73,0M73,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",359369091328316
2842,0NOD,0NOD,GenX 5P,358014098063794
2843,IFZ28G,0NSG,Queclink GV55W,DOM0102
2844,0O77,0O77,GenX 656BV,357520074946084
2845,0OC1,0OC1,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514101226241
2846,MOVIL 15,0OD9,Queclink GL 300W,862369031088954
2847,0OE7,0OE7,GenX 5P,357520075670576
2848,0OVY,0OVY,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069214636
2849,WNY734,0QK4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090054475
2850,1363114717,0RF2,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090052594
2851,VCM908,0RRZ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,35451410
2852,0RSL,0RSL,GenX 5P,358014097879786
2853,JHONDEERE 1094,0RSM,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101223479
2854,0SEW,0SEW,GenX 653B EA 2B,357520070685686
2855,0SIQ,0SIQ,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,354514101469841
2856,TVC086,0SM8,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101222125
2857,0SOC,0SOC,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101222372
2858,0SV9,0SV9,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",357041062957140
2859,HIW32G,0SZW,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369091025813
2860,WFB813,0T4F,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069278375
2861,OTWM,0TWM,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102755761
2862,0TY0,0TY0,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077093495717
2863,0TY7,0TY7,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102766420
2864,MYP45C,0U1M,Queclink GV55W,868574042741046proing
2865,OED38D,0U4M,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102285728
2866,0U9P,0U9P,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,35255610
2867,LZV864,0UBB,GenX 5P,358014097769680
2868,LAK20D,0UU8,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",335255610222221
2869,0V4B,0V4B,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102939779
2870,JXS78D,0V5F,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102953051
2871,0V5I,0V5I,Queclink GL 300W,863457051935417
2872,0V7J,0V7J,Queclink GV55W,8685740413
2873,KUM707,0VKW,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,357041063030368
2874,CATERPILLAR 950F,0VMB,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,357041063453347
2875,0VMV,0VMV,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101455105
2876,0VSS,0VSS,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101465740
2877,0VYT,0VYT,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102053852
2878,0W1P,0W1P,GenX 5P,359394052972498
2879,0W9R,0W9R,GenX Super 5,357852031403200
2880,0WAL,0WAL,Queclink GV55W,
2881,0WFB,0WFB,Queclink GV55,358014097875875
2882,HGV103,0WGY,Queclink GV55W,868574041325403b
2883,0WIT  IRZ921,0WIT,Queclink GV55W,868574041230868
2884,6B3019UE,0WO6,VidFleet 4K,57101602312162475
2885,0X0I,0X0I,CalAmp 2630 - LMU26H3000-ITM01,351628097407855
2886,0X8J,0X8J,GenX 656BV,357520071906941
2887,NFT081,0X8P,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102934531SSANGYON
2888,0XDQ,0XDQ,GenX 656BV,357520073170751
2889,0XJC,0XJC,Queclink GV55W,868574042926977
2890,0XL6,0XL6,GenX 5P,359394052422577
2891,0XMD,0XMD,GenX 5P,358014098144040
2892,XMB499,0XN8,Queclink GV55W,868574041319471
2893,0XOF,0XOF,Queclink GV55W,868574042433933
2894,0XPS,0XPS,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077093313118
2895,NQQ07G,0XQF,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102772642
2896,BQJ30G,0XRI,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102749657
2897,JNK51G,0XT7,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102948028
2898,6B3019UR,0XTJ,VidFleet 4K,
2899,IQM09G,0XUX,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102750168
2900,6B301KF0,0Y0O,VidFleet 4K,
2901,0Y2B,0Y2B,GenX 656BV,357520079106502
2902,0Y42,0Y42,GenX 656BV,357852038307420
2903,0Y7X,0Y7X,GenX 653B EA 5B,357520075752507
2904,0Y8T,0Y8T,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093313746
2905,0YA3,0YA3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,354514101462374
2906,0YBA,0YBA,CalAmp 2630 - LMU26H3000-ITM01,358077090715745
2907,0YBC,0YBC,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102769028
2908,0YC7,0YC7,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093316996
2909,0YC9,0YC9,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093182828
2910,0YE7,0YE7,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,357041060772202
2911,0YEJ,0YEJ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101188235
2912,6B301AQN,0Z26,VidFleet 4K,6B301AQN
2913,0ZJN,0ZJN,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,358014094565339
2914,0ZK3,0ZK3,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,351628098947354
2915,0ZKE,0ZKE,Queclink GV55W,357041069240912
2916,12GA,12GA,Queclink GV55W,35752007622552
2917,12K1,12K1,GenX 5P,358014097724594
2918,12KS,12KS,GenX 5P,359394056107679
2919,SSL059_PRUEBA,12MI,Queclink GV55W,868574042700281
2920,12N2,12N2,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102411693VOLTRAK
2921,13GL,13GL,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101195719proing
2922,THS195 VF,13R7,VidFleet 4K,6B301A83
2923,13T1,13T1,VidFleet 4K,6B301AHM
2924,13TG,13TG,VidFleet 4K,6B301ATM
2925,6B301ARJ,14B4,VidFleet 4K,6B301ARJ
2926,NGY653,14GH,Queclink GV55W,868574042918081LOGISTIC
2927,14JK,14JK,Queclink GV55W,868574042843578
2928,14TP,14TP,VidFleet 4K,6B301GQ6
2929,153F,153F,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069191644
2930,VMU303 TELEME PRUEBA,1592,Queclink GL 300W,863457051939641
2931,15A2,15A2,Queclink GV55W,868574042891452
2932,15A5,15A5,Queclink GV55W,868574042876461
2933,6B301GRS,15RS,VidFleet 4K,6B301GRS
2934,215T,215T,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,357852031825618
2935,263Y,263Y,GenX 5P,357520075838587
2936,VCZ899,2778,GenX 656B,355233051036620
2937,561O,561O,GenX 656BV,359394052368325
2938,SSL291,662P,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,357330052498888
2939,724F,724F,GenX 656BV,354725061665810
2940,STE008,730V,GenX 656B,354725061667246
2941,769R,769R,GenX 5P,357520079391039
2942,DDZ108,787I,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,358077090594686
2943,829R,829R,Queclink GV55,862193021150214
2944,EX 200 LC SUPER 7,898F,GenX 651B,353816054295573
2945,856-1 Nº2,898Q,GenX 656B,358696042953268
2946,RETRO HITACHI,898V,GenX 651B,357520074941564
2947,WCP099,929U,GenX 651B,353816054993003
2948,944E,944E,GenX 653B IA 5B,353816058018294
2949,MINICARGADOR BOBCAT,977U,GenX 653B IA 5B,353816055124780
2950,S182,996P,GenX 651B,353161071485737
2951,997A,997A,GenX 651B,353161071487451
2952,IIP113,A00J,GenX 651B,353161071510898
2953,A01N,A01N,GenX 651B,353816058057664
2954,A80CGDG1331,A80C,GenX 653B IA 2B,353161073178967
2955,S407,S407,GenX Super 5,357852031467353
2956,ZNK191,S408,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,354514101217653vincorte
2957,s409,S409,GenX Super 5,357852031482071
2958,KUK762,T815,GenX Super 5,358887091853703
2959,T936,T936,GenX 656BV,357520075513768
2960,KUK823,U867,GenX Super 5,357520074864378
2961,WNL599,U882,GenX 5P,357520075534053
2962,03WR,03WR,Queclink GV55W,868574041281465
2963,02WF,02WF,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102534502
2964,03E0,03E0,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093310221
2965,03LR,03LR,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093345144
2966,03LS,03LS,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077091860722
2967,000003953458,03XE,GenX 5P,359394056289303
2968,04BL,04BL,GenX 656BV,354725061601286
2969,09L3,09L3,GenX Super 5,357520075844536
2970,0AUS,0AUS,GenX 656BV,357520076596457
2971,0FZY,0FZY,Queclink GV55,860599004461265
2972,0HDW,0HDW,GenX 656B,357520070916883
2973,0HGM,0HGM,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,357041060769752
2974,0HGO,0HGO,GenX 656BV,357520070927500
2975,0HRD,0HRD,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,359369091357752
2976,0IEY,0IEY,GenX 5P,358014096292726
2977,0KM1,0KM1,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069218173
2978,0LC7,0LC7,Queclink GL 300W,862369030963173
2979,0LTC,0LTC,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",351628098670675
2980,0LTE,0LTE,GenX 5P,358014097750508
2981,0N1G,0N1G,GenX 656BV,355233050973575
2982,TZL110,0OEC,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041069269218
2983,0OFE,0OFE,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,358077093348783
2984,0Q6J,0Q6J,GenX 5P,358014094671137
2985,0QK5,0QK5,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093314546
2986,4764384806,0SG8,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093357800
2987,GEV040,0TOI,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,3545141014634
2988,0TZC,0TZC,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102742538
2989,0U8P,0U8P,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102327249
2990,0UHY,0UHY,GenX 653B IA 5B,353816054993508
2991,0UMM,0UMM,GenX 656BV,359394052369281
2992,CAT032CDJBWZ05152,0UWP,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102758807
2993,1363189918,0V45,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102896193
2994,6B301AF0,0VLS,VidFleet 4K,6B301AF0
2995,0W23,0W23,Queclink GV55W,868574042657531
2996,S2-M006820-0WI8,0WI8,Queclink GV55W,868574041262846
2997,0XL5,0XL5,Queclink GV55W,868574042409149
2998,6B301GP4,0XSZ,VidFleet 4K,6B301GP4
2999, 0Y59,0Y59,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093316988
3000,4764429286,0Y5Y,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102529312
3001,4764428372,0Y7Y,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093316087
3002,0Z38,0Z38,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069303850
3003,0Z39,0Z39,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090839628
3004,0Z3A,0Z3A,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090896776
3005,0Z3B,0Z3B,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069055617
3006,0Z3D,0Z3D,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090858578
3007,0Z3E,0Z3E,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069742537
3008,0Z3F,0Z3F,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069055120
3009,0Z3G,0Z3G,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064552246
3010,0Z3H,0Z3H,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069737222
3011,0Z3I,0Z3I,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091086328
3012,0Z3J,0Z3J,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091011045
3013,0Z3K,0Z3K,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090835295
3014,0Z3L,0Z3L,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064451936
3015,0Z3M,0Z3M,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090845682
3016,0Z3N,0Z3N,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069757998
3017,0Z3R,0Z3R,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090817541
3018,0Z3S,0Z3S,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069081902
3019,0Z3T,0Z3T,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064980074
3020,0Z3U,0Z3U,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041065008149
3021,0Z3V,0Z3V,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091087656
3022,0Z3W,0Z3W,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090866274
3023,0Z3X,0Z3X,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091121356
3024,0Z3Y,0Z3Y,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041067734569
3025,0Z3Z,0Z3Z,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064953196
3026,0Z40,0Z40,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091076147
3027,0Z41,0Z41,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090851995
3028,0Z5R,0Z5R,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091068631
3029,6B301AJS,0Z79,VidFleet 4K,6B301AJS
3030,0ZE7,0ZE7,Queclink GV55W,868574042734470
3031,0ZGX,0ZGX,Queclink GV55W,868574042678602
3032,6B301K1M,0ZWO,VidFleet 4K,0161000000060804
3033,102Q,102Q,CalAmp 2630 - 3G - LMU2631H-H000-G1000,352556102174427
3034,10S7,10S7,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091156154
3035,10S8,10S8,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041067759905
3036,10SA,10SA,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090862885
3037,10SB,10SB,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090934064
3038,10SC,10SC,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069756743
3039,10SD,10SD,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090872892
3040,10SE,10SE,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091207817
3041,10SH,10SH,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069081969
3042,10SJ,10SJ,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091091955
3043,10SL,10SL,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091221347
3044,10SN,10SN,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090811163
3045,10SP,10SP,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090874823
3046,10SR,10SR,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064471546
3047,10SV,10SV,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090899960
3048,10SW,10SW,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064259966
3049,10SY,10SY,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064451704
3050,10SZ,10SZ,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091192340
3051,10T1,10T1,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077091021895
3052,10T3,10T3,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069765132
3053,10T5,10T5,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,358077090546884
3054,10T7,10T7,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069718792
3055,10T9,10T9,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069030305
3056,10TB,10TB,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041069081092
3057,10TC,10TC,CalAmp 3035 - HSPA - LMU3035HE-K003-G1000,357041064460705
3058,6B301AVW,11BH,VidFleet 4K,6B301AVW
3059,11BW,11BW,GenX 656B,357520078629629
3060,11BY,11BY,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369091141842
3061,6B301A5G,11CO,VidFleet 4K,6B301A5G
3062,6B301B3Y,11CP,VidFleet 4K,6B301B3Y
3063,6B301B1G,11CS,VidFleet 4K,6B301B1G
